TotalCores,MatrixSize,SingleCore,Time
10,500,3,10377.166666666666
10,500,4,10373.466666666667
10,500,5,10373.666666666666
10,500,6,10374.733333333334
10,500,7,10369.433333333332
10,500,8,10373.766666666666
10,500,9,10372.433333333332
10,600,0,16814.766666666666
10,600,1,16803.633333333335
10,600,2,16807.766666666666
10,600,3,16807.266666666666
10,600,4,16810.1
10,600,5,16806.3
10,600,6,16803.8
10,600,7,16802.0
10,600,8,16807.433333333334
10,600,9,16802.8
10,700,0,25567.666666666668
10,700,1,25570.533333333333
10,700,2,25566.666666666668
10,700,3,25566.733333333334
10,700,4,25569.6
10,700,5,25564.9
10,700,6,25564.833333333332
10,700,7,25560.733333333334
10,700,8,25556.933333333334
10,700,9,25556.433333333334
10,800,0,33887.6
10,800,1,33870.566666666666
10,800,2,33868.0
10,800,3,33863.166666666664
10,800,4,33869.03333333333
10,800,5,33867.03333333333
10,800,6,33868.6
10,800,7,33876.4
10,800,8,33866.03333333333
10,800,9,33865.1
10,900,0,43918.0
10,900,1,43907.23333333333
10,900,2,43890.5
10,900,3,43889.2
10,900,4,43890.26666666667
10,900,5,43888.3
10,900,6,43889.333333333336
10,900,7,43894.333333333336
10,900,8,43901.1
10,900,9,43899.26666666667
10,1000,0,56177.03333333333
10,1000,1,56157.333333333336
10,1000,2,56156.53333333333
10,1000,3,56158.4
10,1000,4,56152.5
10,1000,5,56150.5
10,1000,6,56158.166666666664
10,1000,7,56161.566666666666
10,1000,8,56158.833333333336
10,1000,9,56155.333333333336
11,100,0,164.53333333333333
11,100,1,162.66666666666666
11,100,2,162.96666666666667
11,100,3,162.56666666666666
11,100,4,163.06666666666666
11,100,5,162.53333333333333
11,100,6,161.33333333333334
11,100,7,162.9
11,100,8,162.76666666666668
11,100,9,162.6
11,100,10,162.1
11,200,0,894.8
11,200,1,893.2
11,200,2,892.8
11,200,3,892.8333333333334
11,200,4,892.8666666666667
11,200,5,892.5
11,200,6,892.6333333333333
11,200,7,892.9
11,200,8,893.0
11,200,9,892.3
11,200,10,892.5333333333333
11,300,0,2493.233333333333
11,300,1,2491.5333333333333
11,300,2,2491.8
11,300,3,2491.266666666667
11,300,4,2491.4666666666667
11,300,5,2491.4
11,300,6,2491.5666666666666
11,300,7,2491.633333333333
11,300,8,2492.0666666666666
11,300,9,2491.4333333333334
11,300,10,2492.3
11,400,0,4982.766666666666
11,400,1,4982.9
11,400,2,4984.666666666667
11,400,3,4985.5
11,400,4,4984.233333333334
11,400,5,4986.0
11,400,6,4985.6
11,400,7,4988.866666666667
11,400,8,4985.766666666666
11,400,9,4986.233333333334
11,400,10,4986.466666666666
11,500,0,9025.666666666666
11,500,1,9020.666666666666
11,500,2,9021.166666666666
11,500,3,9014.933333333332
11,500,4,9019.333333333334
11,500,5,9018.8
11,500,6,9016.266666666666
11,500,7,9015.2
11,500,8,9019.166666666666
11,500,9,9019.566666666668
11,500,10,9019.966666666667
11,600,0,16130.9
11,600,1,16125.966666666667
11,600,2,16130.2
11,600,3,16132.266666666666
11,600,4,16125.3
11,600,5,16126.1
11,600,6,16132.066666666668
11,600,7,16121.366666666667
11,600,8,16124.666666666666
11,600,9,16121.166666666666
11,600,10,16119.466666666667
11,700,0,23246.3
11,700,1,23237.833333333332
11,700,2,23235.533333333333
11,700,3,23234.966666666667
11,700,4,23236.033333333333
11,700,5,23236.033333333333
11,700,6,23236.4
11,700,7,23236.5
11,700,8,23235.666666666668
11,700,9,23233.6
11,700,10,23233.8
11,800,0,31825.566666666666
11,800,1,31807.1
11,800,2,31805.833333333332
11,800,3,31806.366666666665
11,800,4,31803.8
11,800,5,31807.7
11,800,6,31807.466666666667
11,800,7,31813.5
11,800,8,31800.566666666666
11,800,9,31797.966666666667
11,800,10,31802.666666666668
11,900,0,47212.333333333336
11,900,1,47209.73333333333
11,900,2,47197.833333333336
11,900,3,47204.73333333333
11,900,4,47208.333333333336
11,900,5,47210.86666666667
11,900,6,47205.63333333333
11,900,7,47203.7
11,900,8,47199.53333333333
11,900,9,47205.76666666667
11,900,10,47203.73333333333
11,1000,0,59808.166666666664
11,1000,1,59802.4
11,1000,2,59804.066666666666
11,1000,3,59805.566666666666
11,1000,4,59799.0
11,1000,5,59801.4
11,1000,6,59801.4
11,1000,7,59802.933333333334
11,1000,8,59802.1
11,1000,9,59802.666666666664
11,1000,10,59797.8
12,100,0,157.1
12,100,1,155.4
12,100,2,155.2
12,100,3,155.7
12,100,4,155.2
12,100,5,154.9
12,100,6,154.5
12,100,7,154.8
12,100,8,155.4
12,100,9,155.03333333333333
12,100,10,154.6
12,100,11,154.33333333333334
12,200,0,1010.3666666666667
12,200,1,1008.8
12,200,2,1008.9333333333333
12,200,3,1009.5333333333333
12,200,4,1008.5
12,200,5,1008.3
12,200,6,1008.7
12,200,7,1009.0666666666667
