TotalCores,MatrixSize,SingleCore,Time
10,200,2,684.2
10,200,3,684.2333333333333
10,200,4,684.4
10,200,5,684.4666666666667
10,200,6,684.5
10,200,7,684.0666666666667
10,200,8,684.2333333333333
10,200,9,684.1666666666666
10,300,0,2325.6666666666665
10,300,1,2325.9333333333334
10,300,2,2325.9666666666667
10,300,3,2325.9
10,300,4,2325.9
10,300,5,2325.9333333333334
10,300,6,2325.9333333333334
10,300,7,2325.866666666667
10,300,8,2325.6
10,300,9,2325.733333333333
10,400,0,6177.333333333333
10,400,1,6177.4
10,400,2,6177.5
10,400,3,6177.5
10,400,4,6177.5
10,400,5,6177.566666666667
10,400,6,6177.566666666667
10,400,7,6177.1
10,400,8,6177.266666666666
10,400,9,6177.3
10,500,0,12407.7
10,500,1,12407.866666666667
10,500,2,12407.666666666666
10,500,3,12407.633333333333
10,500,4,12407.566666666668
10,500,5,12407.5
10,500,6,12407.733333333334
10,500,7,12407.933333333332
10,500,8,12407.566666666668
10,500,9,12407.566666666668
10,600,0,21517.766666666666
10,600,1,21517.866666666665
10,600,2,21518.033333333333
10,600,3,21517.866666666665
10,600,4,21518.066666666666
10,600,5,21517.966666666667
10,600,6,21518.1
10,600,7,21517.966666666667
10,600,8,21518.0
10,600,9,21517.8
10,700,0,34523.333333333336
10,700,1,34523.333333333336
10,700,2,34523.333333333336
10,700,3,34523.4
10,700,4,34523.566666666666
10,700,5,34523.4
10,700,6,34523.53333333333
10,700,7,34523.76666666667
10,700,8,34523.4
10,700,9,34523.4
10,800,0,51959.066666666666
10,800,1,51959.13333333333
10,800,2,51959.1
10,800,3,51959.23333333333
10,800,4,51959.26666666667
10,800,5,51959.3
10,800,6,51959.433333333334
10,800,7,51959.333333333336
10,800,8,51958.96666666667
10,800,9,51958.833333333336
10,900,0,74329.26666666666
10,900,1,74329.26666666666
10,900,2,74329.23333333334
10,900,3,74329.23333333334
10,900,4,74329.96666666666
10,900,5,74329.46666666666
10,900,6,74329.23333333334
10,900,7,74329.13333333333
10,900,8,74329.03333333334
10,900,9,74328.86666666667
10,1000,0,105261.06666666667
10,1000,1,105260.93333333333
10,1000,2,105261.16666666667
10,1000,3,105261.13333333333
10,1000,4,105261.16666666667
10,1000,5,105261.33333333333
10,1000,6,105261.33333333333
10,1000,7,105261.06666666667
10,1000,8,105261.23333333334
10,1000,9,105260.96666666666
11,100,0,79.33333333333333
11,100,1,79.4
11,100,2,79.43333333333334
11,100,3,79.33333333333333
11,100,4,79.36666666666666
11,100,5,79.4
11,100,6,79.63333333333334
11,100,7,79.2
11,100,8,79.2
11,100,9,79.1
11,100,10,79.13333333333334
11,200,0,648.7666666666667
11,200,1,649.2
11,200,2,648.9666666666667
11,200,3,649.0666666666667
11,200,4,648.9
11,200,5,648.8666666666667
11,200,6,648.1
11,200,7,648.8333333333334
11,200,8,648.6333333333333
11,200,9,648.2333333333333
11,200,10,648.5
11,300,0,2165.266666666667
11,300,1,2165.7
11,300,2,2165.3333333333335
11,300,3,2165.5666666666666
11,300,4,2165.266666666667
11,300,5,2165.3
11,300,6,2165.5666666666666
11,300,7,2165.2
11,300,8,2165.266666666667
11,300,9,2165.4
11,300,10,2165.0666666666666
11,400,0,5768.3
11,400,1,5768.266666666666
11,400,2,5768.566666666667
11,400,3,5768.566666666667
11,400,4,5768.4
11,400,5,5768.366666666667
11,400,6,5768.366666666667
11,400,7,5768.0
11,400,8,5767.966666666666
11,400,9,5767.933333333333
11,400,10,5768.233333333334
11,500,0,11400.933333333332
11,500,1,11401.066666666668
11,500,2,11401.066666666668
11,500,3,11400.866666666667
11,500,4,11401.066666666668
11,500,5,11400.866666666667
11,500,6,11401.133333333333
11,500,7,11400.666666666666
11,500,8,11400.7
11,500,9,11400.766666666666
11,500,10,11400.766666666666
11,600,0,19827.733333333334
11,600,1,19828.133333333335
11,600,2,19827.933333333334
11,600,3,19828.166666666668
11,600,4,19828.2
11,600,5,19827.933333333334
11,600,6,19827.666666666668
11,600,7,19827.566666666666
11,600,8,19827.5
11,600,9,19827.666666666668
11,600,10,19833.966666666667
11,700,0,31653.766666666666
11,700,1,31653.7
11,700,2,31654.2
11,700,3,31653.766666666666
11,700,4,31653.733333333334
11,700,5,31653.9
11,700,6,31653.866666666665
11,700,7,31653.466666666667
11,700,8,31653.566666666666
11,700,9,31653.533333333333
11,700,10,31653.3
11,800,0,47740.433333333334
11,800,1,47739.76666666667
11,800,2,47740.166666666664
11,800,3,47739.933333333334
11,800,4,47740.666666666664
11,800,5,47740.566666666666
11,800,6,47740.5
11,800,7,47740.566666666666
11,800,8,47740.066666666666
11,800,9,47740.13333333333
11,800,10,47739.8
11,900,0,68215.23333333334
11,900,1,68215.23333333334
11,900,2,68215.6
11,900,3,68215.6
11,900,4,68215.3
11,900,5,68215.16666666667
11,900,6,68215.06666666667
11,900,7,68215.2
11,900,8,68215.26666666666
11,900,9,68215.1
11,900,10,68215.3
11,1000,0,95671.06666666667
11,1000,1,95671.56666666667
11,1000,2,95671.46666666666
11,1000,3,95671.66666666667
11,1000,4,95671.73333333334
11,1000,5,95671.56666666667
11,1000,6,95671.56666666667
11,1000,7,95671.26666666666
11,1000,8,95671.4
11,1000,9,95671.26666666666
11,1000,10,95671.43333333333
12,100,0,74.43333333333334
12,100,1,74.36666666666666
12,100,2,74.56666666666666
12,100,3,74.26666666666667
12,100,4,74.23333333333333
12,100,5,74.5
12,100,6,74.7
12,100,7,74.43333333333334
12,100,8,74.16666666666667
12,100,9,74.16666666666667
12,100,10,74.1
12,100,11,74.36666666666666
12,200,0,581.6
12,200,1,582.0
12,200,2,582.1666666666666
12,200,3,581.8666666666667
12,200,4,582.0666666666667
12,200,5,582.0
12,200,6,582.0
12,200,7,581.6666666666666
12,200,8,581.9666666666667
12,200,9,582.0666666666667
12,200,10,582.3666666666667
12,200,11,581.5
12,300,0,1946.2666666666667
12,300,1,1946.2666666666667
12,300,2,1946.5
12,300,3,1946.2333333333333
12,300,4,1946.3333333333333
12,300,5,1945.9333333333334
12,300,6,1946.5333333333333
12,300,7,1946.1666666666667
12,300,8,1946.2666666666667
12,300,9,1946.2333333333333
12,300,10,1946.2
12,300,11,1946.2
12,400,0,5224.7
12,400,1,5225.2
12,400,2,5225.233333333334
12,400,3,5225.066666666667
12,400,4,5224.933333333333
12,400,5,5224.966666666666
12,400,6,5224.966666666666
12,400,7,5224.666666666667
12,400,8,5224.9
12,400,9,5224.666666666667
12,400,10,5224.866666666667
12,400,11,5224.866666666667
12,500,0,10564.666666666666
12,500,1,10564.666666666666
12,500,2,10564.333333333334
12,500,3,10564.7
12,500,4,10564.8
12,500,5,10564.966666666667
12,500,6,10564.733333333334
12,500,7,10564.966666666667
12,500,8,10564.366666666667
12,500,9,10564.433333333332
12,500,10,10564.566666666668
12,500,11,10564.566666666668
12,600,0,18149.1
12,600,1,18149.233333333334
12,600,2,18149.533333333333
12,600,3,18149.333333333332
12,600,4,18149.2
12,600,5,18149.5
12,600,6,18149.333333333332
12,600,7,18149.6
12,600,8,18149.233333333334
12,600,9,18149.333333333332
12,600,10,18149.3
12,600,11,18148.8
12,700,0,29390.533333333333
12,700,1,29390.566666666666
12,700,2,29390.7
12,700,3,29390.566666666666
12,700,4,29390.266666666666
12,700,5,29390.2
12,700,6,29390.5
12,700,7,29390.033333333333
12,700,8,29390.3
12,700,9,29390.0
12,700,10,29390.366666666665
12,700,11,29390.266666666666
12,800,0,44121.0
12,800,1,44121.1
12,800,2,44121.0
12,800,3,44121.36666666667
12,800,4,44121.03333333333
12,800,5,44121.333333333336
12,800,6,44121.433333333334
12,800,7,44121.23333333333
12,800,8,44121.0
12,800,9,44121.13333333333
12,800,10,44120.96666666667
12,800,11,44121.066666666666
12,900,0,62816.03333333333
12,900,1,62816.23333333333
12,900,2,62816.066666666666
12,900,3,62816.066666666666
12,900,4,62816.2
12,900,5,62816.2
12,900,6,62816.4
12,900,7,62816.13333333333
12,900,8,62815.96666666667
12,900,9,62816.36666666667
12,900,10,62815.933333333334
12,900,11,62815.96666666667
12,1000,0,88774.46666666666
12,1000,1,88774.76666666666
12,1000,2,88774.36666666667
12,1000,3,88774.7
12,1000,4,88774.23333333334
12,1000,5,88774.63333333333
12,1000,6,88774.63333333333
12,1000,7,88774.23333333334
12,1000,8,88774.16666666667
12,1000,9,88774.26666666666
12,1000,10,88774.23333333334
12,1000,11,88774.36666666667
13,100,0,67.23333333333333
13,100,1,67.36666666666666
13,100,2,67.46666666666667
13,100,3,67.33333333333333
13,100,4,67.53333333333333
13,100,5,67.46666666666667
13,100,6,67.7
13,100,7,67.26666666666667
13,100,8,67.26666666666667
13,100,9,67.16666666666667
13,100,10,67.36666666666666
13,100,11,67.5
13,100,12,67.53333333333333
13,200,0,549.0333333333333
13,200,1,549.1333333333333
13,200,2,549.3666666666667
13,200,3,549.0666666666667
13,200,4,549.1666666666666
13,200,5,548.8333333333334
13,200,6,548.9666666666667
13,200,7,548.9333333333333
13,200,8,548.9
13,200,9,549.1333333333333
13,200,10,548.9333333333333
13,200,11,548.9
13,200,12,548.8333333333334
13,300,0,1853.1
13,300,1,1852.5666666666666
13,300,2,1852.8666666666666
13,300,3,1852.4666666666667
13,300,4,1852.6
13,300,5,1852.8
13,300,6,1852.9666666666667
13,300,7,1852.6333333333334
13,300,8,1852.4
13,300,9,1852.4333333333334
13,300,10,1852.5333333333333
13,300,11,1852.7
13,300,12,1852.6333333333334
13,400,0,4807.166666666667
13,400,1,4807.133333333333
13,400,2,4807.333333333333
13,400,3,4807.166666666667
13,400,4,4807.333333333333
13,400,5,4807.4
13,400,6,4807.6
13,400,7,4807.2
13,400,8,4807.233333333334
13,400,9,4807.166666666667
13,400,10,4807.133333333333
13,400,11,4807.366666666667
13,400,12,4807.233333333334
13,500,0,9849.666666666666
13,500,1,9849.4
13,500,2,9849.433333333332
13,500,3,9849.4
13,500,4,9849.533333333333
13,500,5,9849.433333333332
13,500,6,9849.566666666668
13,500,7,9849.133333333333
13,500,8,9849.3
13,500,9,9849.2
13,500,10,9849.2
13,500,11,9849.266666666666
13,500,12,9849.4
13,600,0,17141.3
13,600,1,17141.266666666666
13,600,2,17141.1
13,600,3,17140.533333333333
13,600,4,17140.6
13,600,5,17140.666666666668
13,600,6,17141.266666666666
13,600,7,17140.666666666668
13,600,8,17140.633333333335
13,600,9,17140.833333333332
13,600,10,17140.766666666666
13,600,11,17140.566666666666
13,600,12,17140.6
13,700,0,27249.166666666668
13,700,1,27249.566666666666
13,700,2,27249.666666666668
13,700,3,27249.333333333332
13,700,4,27249.2
13,700,5,27249.466666666667
13,700,6,27249.566666666666
13,700,7,27249.666666666668
13,700,8,27249.233333333334
13,700,9,27249.1
13,700,10,27249.433333333334
13,700,11,27249.3
13,700,12,27249.333333333332
13,800,0,41399.96666666667
13,800,1,41400.76666666667
13,800,2,41399.833333333336
13,800,3,41400.066666666666
13,800,4,41400.433333333334
13,800,5,41400.4
13,800,6,41400.7
13,800,7,41400.066666666666
13,800,8,41400.03333333333
13,800,9,41400.0
13,800,10,41399.86666666667
13,800,11,41400.0
13,800,12,41400.3
13,900,0,59557.36666666667
13,900,1,59556.86666666667
13,900,2,59556.933333333334
13,900,3,59556.53333333333
13,900,4,59556.5
13,900,5,59556.566666666666
13,900,6,59557.23333333333
13,900,7,59556.566666666666
13,900,8,59556.46666666667
13,900,9,59556.53333333333
13,900,10,59556.53333333333
13,900,11,59556.5
13,900,12,59556.8
13,1000,0,82073.4
13,1000,1,82073.83333333333
13,1000,2,82073.6
13,1000,3,82073.4
13,1000,4,82073.5
13,1000,5,82073.56666666667
13,1000,6,82074.13333333333
13,1000,7,82073.46666666666
13,1000,8,82073.53333333334
13,1000,9,82073.23333333334
13,1000,10,82073.46666666666
13,1000,11,82073.66666666667
13,1000,12,82073.76666666666
14,100,0,66.43333333333334
14,100,1,66.66666666666667
14,100,2,66.66666666666667
14,100,3,66.33333333333333
14,100,4,66.8
14,100,5,66.93333333333334
14,100,6,66.76666666666667
14,100,7,66.3
14,100,8,66.7
14,100,9,66.43333333333334
14,100,10,66.3
14,100,11,66.73333333333333
14,100,12,66.96666666666667
14,100,13,66.1
14,200,0,515.2666666666667
14,200,1,515.5333333333333
14,200,2,515.5333333333333
14,200,3,515.2
14,200,4,515.1333333333333
14,200,5,515.3
14,200,6,515.2666666666667
14,200,7,515.3333333333334
14,200,8,515.4333333333333
14,200,9,515.3666666666667
14,200,10,515.2666666666667
14,200,11,515.0333333333333
14,200,12,515.1666666666666
14,200,13,514.8333333333334
14,300,0,1725.6
14,300,1,1725.5333333333333
14,300,2,1725.5
14,300,3,1725.7
14,300,4,1725.6666666666667
14,300,5,1725.9666666666667
14,300,6,1725.8
14,300,7,1725.4
14,300,8,1725.5666666666666
14,300,9,1725.6
14,300,10,1725.5333333333333
14,300,11,1725.6666666666667
14,300,12,1725.8
14,300,13,1725.6
14,400,0,4518.066666666667
14,400,1,4518.333333333333
14,400,2,4518.3
14,400,3,4518.133333333333
14,400,4,4518.233333333334
14,400,5,4518.3
14,400,6,4518.233333333334
14,400,7,4518.166666666667
14,400,8,4518.0
14,400,9,4518.066666666667
14,400,10,4518.133333333333
14,400,11,4517.866666666667
14,400,12,4518.3
14,400,13,4518.233333333334
14,500,0,9227.8
14,500,1,9227.766666666666
14,500,2,9227.633333333333
14,500,3,9227.766666666666
14,500,4,9221.233333333334
14,500,5,9228.0
14,500,6,9227.933333333332
14,500,7,9228.066666666668
14,500,8,9227.733333333334
14,500,9,9227.533333333333
14,500,10,9227.666666666666
14,500,11,9227.666666666666
14,500,12,9222.233333333334
14,500,13,9227.7
14,600,0,15971.733333333334
14,600,1,15971.566666666668
14,600,2,15971.633333333333
14,600,3,15971.4
14,600,4,15971.5
14,600,5,15971.5
14,600,6,15971.7
14,600,7,15971.9
14,600,8,15971.366666666667
14,600,9,15971.433333333332
14,600,10,15971.3
14,600,11,15971.966666666667
14,600,12,15971.466666666667
14,600,13,15971.7
14,700,0,25629.0
14,700,1,25643.0
14,700,2,25629.033333333333
14,700,3,25628.566666666666
14,700,4,25628.633333333335
14,700,5,25628.833333333332
14,700,6,25628.966666666667
14,700,7,25628.933333333334
14,700,8,25628.966666666667
14,700,9,25628.6
14,700,10,25628.533333333333
14,700,11,25628.533333333333
14,700,12,25628.8
14,700,13,25629.466666666667
14,800,0,39352.96666666667
14,800,1,39353.166666666664
14,800,2,39352.8
14,800,3,39352.46666666667
14,800,4,39352.46666666667
14,800,5,39352.36666666667
14,800,6,39352.433333333334
14,800,7,39352.53333333333
14,800,8,39352.666666666664
14,800,9,39352.36666666667
14,800,10,39352.4
14,800,11,39352.5
14,800,12,39352.6
14,800,13,39352.566666666666
14,900,0,56856.96666666667
14,900,1,56856.86666666667
14,900,2,56856.9
14,900,3,56857.13333333333
14,900,4,56856.6
14,900,5,56856.6
14,900,6,56856.73333333333
14,900,7,56856.566666666666
14,900,8,56856.566666666666
14,900,9,56856.566666666666
14,900,10,56856.7
14,900,11,56856.86666666667
14,900,12,56856.833333333336
14,900,13,56856.833333333336
14,1000,0,79943.43333333333
14,1000,1,79943.96666666666
14,1000,2,79943.86666666667
14,1000,3,79943.56666666667
14,1000,4,79943.66666666667
14,1000,5,79943.56666666667
14,1000,6,79943.66666666667
14,1000,7,79943.26666666666
14,1000,8,79943.43333333333
14,1000,9,79943.43333333333
14,1000,10,79943.53333333334
14,1000,11,79943.26666666666
